SourceRow,Product,StageName,DeclaredPos,Start,End,DurationHours,DurationDays,JobStart,ProdTimeHours,UnitIndex,Fitted
795,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-05-07,1128.0,1038,1719.6522605294977
792,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-05-07,1128.0,1039,1719.7335920841203
797,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-05-07,1128.0,1040,1719.8148492387525
823,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-05-13,984.0,1041,1719.8960321328934
754,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-04-28,1344.0,1042,1719.9771409056482
753,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-04-26,1392.0,1043,1720.0581756957265
780,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-23 00:00:00.000000,,,2025-05-06,1152.0,1044,1720.139136641447
784,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-06,1176.0,1045,1720.2200238807372
612,Tanzanite,Cure Times.ShipCureDate,28,2025-06-12,2025-06-24 00:00:00.000000,288.0,12.0,2025-03-25,2184.0,1046,1720.3008375511354
809,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-09,1104.0,1047,1720.3815777897917
803,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-08,1128.0,1048,1720.46224473347
802,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-08,1128.0,1049,1720.5428385185498
801,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-08,1128.0,1050,1720.6233592810263
622,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-24 00:00:00.000000,168.0,7.0,2025-03-27,2136.0,1051,1720.7038071565132
796,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-07,1152.0,1052,1720.7841822802436
625,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-24 00:00:00.000000,168.0,7.0,2025-03-27,2136.0,1053,1720.8644847870712
629,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-24 00:00:00.000000,168.0,7.0,2025-03-29,2088.0,1054,1720.9447148114723
630,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-24 00:00:00.000000,168.0,7.0,2025-03-29,2088.0,1055,1721.0248724875462
779,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-06,1176.0,1056,1721.1049579490182
798,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-08,1128.0,1057,1721.1849713292393
800,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-24 00:00:00.000000,,,2025-05-08,1128.0,1058,1721.2649127611892
631,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-24 00:00:00.000000,168.0,7.0,2025-03-29,2088.0,1059,1721.344782377476
832,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-25 00:00:00.000000,,,2025-05-16,960.0,1060,1721.4245803103388
817,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-25 00:00:00.000000,,,2025-05-12,1056.0,1061,1721.504306691649
812,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-25 00:00:00.000000,,,2025-05-10,1104.0,1062,1721.5839616529108
813,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-25 00:00:00.000000,,,2025-05-10,1104.0,1063,1721.663545325264
814,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-25 00:00:00.000000,,,2025-05-10,1104.0,1064,1721.7430578394842
764,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-30 00:00:00.000000,,,2025-04-30,1464.0,1065,1721.8224993259837
632,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-06-30 00:00:00.000000,168.0,7.0,2025-03-29,2232.0,1066,1721.9018699148146
822,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-30 00:00:00.000000,,,2025-05-13,1152.0,1067,1721.981169735669
851,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-30 00:00:00.000000,,,2025-05-29,768.0,1068,1722.0603989178796
816,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-30 00:00:00.000000,,,2025-05-12,1176.0,1069,1722.1395575904232
628,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-30 00:00:00.000000,312.0,13.0,2025-03-29,2232.0,1070,1722.21864588192
623,Tanzanite,Cure Times.ShipCureDate,28,2025-06-17,2025-06-30 00:00:00.000000,312.0,13.0,2025-03-27,2280.0,1071,1722.297663920636
641,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-06-30 00:00:00.000000,168.0,7.0,2025-04-01,2160.0,1072,1722.3766118344831
846,Tanzanite,Cure Times.ShipCureDate,28,,2025-06-30 00:00:00.000000,,,2025-05-29,768.0,1073,1722.4554897510225
639,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-06-30 00:00:00.000000,168.0,7.0,2025-04-01,2160.0,1074,1722.5342977974638
633,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-06-30 00:00:00.000000,168.0,7.0,2025-03-29,2232.0,1075,1722.6130361006674
635,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-06-30 00:00:00.000000,168.0,7.0,2025-03-31,2184.0,1076,1722.6917047871461
833,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-16,1104.0,1077,1722.7703039830658
854,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-30,768.0,1078,1722.8488338142458
855,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-30,768.0,1079,1722.9272944061627
830,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-15,1128.0,1080,1723.0056858839491
829,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-15,1128.0,1081,1723.084008372396
828,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-14,1152.0,1082,1723.1622619959546
827,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-14,1152.0,1083,1723.2404468787356
824,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-13,1176.0,1084,1723.3185631445126
671,Tanzanite,Cure Times.ShipCureDate,28,2025-06-24,2025-07-01 00:00:00.000000,168.0,7.0,2025-04-08,2016.0,1085,1723.3966109167222
831,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-01 00:00:00.000000,,,2025-05-15,1128.0,1086,1723.4745903184655
616,Tanzanite,Cure Times.ShipCureDate,28,2025-06-24,2025-07-01 00:00:00.000000,168.0,7.0,2025-03-26,2328.0,1087,1723.552501472509
858,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-02 00:00:00.000000,,,2025-06-03,696.0,1088,1723.6303445012861
825,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-02 00:00:00.000000,,,2025-05-13,1200.0,1089,1723.7081195268986
835,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-02 00:00:00.000000,,,2025-05-27,864.0,1090,1723.785826671117
836,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-02 00:00:00.000000,,,2025-05-27,864.0,1091,1723.863466055383
837,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-02 00:00:00.000000,,,2025-05-27,864.0,1092,1723.94103780081
838,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-02 00:00:00.000000,,,2025-05-27,864.0,1093,1724.0185420281828
842,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-03 00:00:00.000000,,,2025-05-28,864.0,1094,1724.0959788579623
834,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-03 00:00:00.000000,,,2025-05-27,888.0,1095,1724.1733484102836
843,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-03 00:00:00.000000,,,2025-05-28,864.0,1096,1724.2506508049578
840,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-04 00:00:00.000000,,,2025-05-28,888.0,1097,1724.3278861614742
839,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-04 00:00:00.000000,,,2025-05-27,912.0,1098,1724.4050545990006
644,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-07-04 00:00:00.000000,264.0,11.0,2025-04-02,2232.0,1099,1724.4821562363848
636,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-07-04 00:00:00.000000,264.0,11.0,2025-03-31,2280.0,1100,1724.5591911921554
642,Tanzanite,Cure Times.ShipCureDate,28,2025-06-23,2025-07-04 00:00:00.000000,264.0,11.0,2025-04-01,2256.0,1101,1724.6361595845233
864,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-04 00:00:00.000000,,,2025-06-04,720.0,1102,1724.713061531383
893,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-06 00:00:00.000000,,,2025-06-12,576.0,1103,1724.7898971503125
637,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-01,2328.0,1104,1724.8666665585768
648,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-02,2304.0,1105,1724.9433698731264
841,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-07 00:00:00.000000,,,2025-05-28,960.0,1106,1725.0200072105997
821,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-07 00:00:00.000000,,,2025-05-13,1320.0,1107,1725.0965786873248
643,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-01,2328.0,1108,1725.1730844193196
627,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-03-29,2400.0,1109,1725.2495245222929
647,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-02,2304.0,1110,1725.3258991116454
638,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-01,2328.0,1111,1725.4022083024715
640,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-01,2328.0,1112,1725.4784522095608
609,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-03-25,2496.0,1113,1725.554630947397
597,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-03-21,2592.0,1114,1725.6307446301614
848,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-07 00:00:00.000000,,,2025-05-29,936.0,1115,1725.7067933717326
847,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-07 00:00:00.000000,,,2025-05-29,936.0,1116,1725.7827772856883
845,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-07 00:00:00.000000,,,2025-05-28,960.0,1117,1725.8586964853055
844,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-07 00:00:00.000000,,,2025-05-28,960.0,1118,1725.934551083562
624,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-03-27,2448.0,1119,1726.0103411931384
645,Tanzanite,Cure Times.ShipCureDate,28,2025-06-30,2025-07-07 00:00:00.000000,168.0,7.0,2025-04-02,2304.0,1120,1726.0860669264173
679,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-10,2136.0,1121,1726.1617283954859
678,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-10,2136.0,1122,1726.237325712136
676,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-09,2160.0,1123,1726.3128589878663
669,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-08,2184.0,1124,1726.3883283338823
650,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-03,2304.0,1125,1726.4637338610967
651,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-03,2304.0,1126,1726.539075680133
668,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-08,2184.0,1127,1726.614353901324
652,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-03,2304.0,1128,1726.6895686347134
656,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-04,2280.0,1129,1726.7647199900582
826,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-08 00:00:00.000000,,,2025-05-13,1344.0,1130,1726.839808076828
657,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-04,2280.0,1131,1726.914833004206
658,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-04,2280.0,1132,1726.9897948810924
667,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-08,2184.0,1133,1727.064693816102
852,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-08 00:00:00.000000,,,2025-05-30,936.0,1134,1727.1395299175674
849,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-08 00:00:00.000000,,,2025-05-29,960.0,1135,1727.2143032935396
649,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-08 00:00:00.000000,168.0,7.0,2025-04-03,2304.0,1136,1727.2890140517889
659,Tanzanite,Cure Times.ShipCureDate,28,2025-07-02,2025-07-09 00:00:00.000000,168.0,7.0,2025-04-04,2304.0,1137,1727.3636622998051
584,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-09 00:00:00.000000,,,2025-03-19,2688.0,1138,1727.4382481448
898,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-11 00:00:00.000000,,,2025-06-16,600.0,1139,1727.5127716937066
897,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-11 00:00:00.000000,,,2025-06-16,600.0,1140,1727.5872330531813
899,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-11 00:00:00.000000,,,2025-06-16,600.0,1141,1727.6616323296057
901,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-12 00:00:00.000000,,,2025-06-17,600.0,1142,1727.7359696290844
902,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-12 00:00:00.000000,,,2025-06-17,600.0,1143,1727.8102450574495
903,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-12 00:00:00.000000,,,2025-06-17,600.0,1144,1727.8844587202589
906,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-17,624.0,1145,1727.9586107227992
913,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-24,456.0,1146,1728.0327011700851
907,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-19,576.0,1147,1728.106730166862
912,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-24,456.0,1148,1728.1806978176046
911,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-24,456.0,1149,1728.25460422652
910,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-24,456.0,1150,1728.3284494975476
908,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-23,480.0,1151,1728.4022337343602
909,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-13 00:00:00.000000,,,2025-06-23,480.0,1152,1728.4759570403646
653,Tanzanite,Cure Times.ShipCureDate,28,2025-06-24,2025-07-14 00:00:00.000000,480.0,20.0,2025-04-03,2448.0,1153,1728.549619518704
877,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-14 00:00:00.000000,,,2025-06-10,816.0,1154,1728.623221272256
1323,Sapphire,Cure Times.ShipCureDate,28,,2025-07-14 00:00:00.000000,,,2025-06-05,936.0,1155,1728.6967624036363
874,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-14 00:00:00.000000,,,2025-06-09,840.0,1156,1728.770243015199
1329,Sapphire,Cure Times.ShipCureDate,28,,2025-07-14 00:00:00.000000,,,2025-06-13,744.0,1157,1728.8436632090354
655,Tanzanite,Cure Times.ShipCureDate,28,2025-07-01,2025-07-14 00:00:00.000000,312.0,13.0,2025-04-04,2424.0,1158,1728.9170230869784
1325,Sapphire,Cure Times.ShipCureDate,28,,2025-07-14 00:00:00.000000,,,2025-06-05,936.0,1159,1728.9903227505997
890,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-14 00:00:00.000000,,,2025-06-12,768.0,1160,1729.0635623012145
895,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-16,696.0,1161,1729.1367418398786
883,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-11,816.0,1162,1729.2098614673916
857,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-05-30,1104.0,1163,1729.2829212842983
884,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-11,816.0,1164,1729.3559213908864
856,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-05-30,1104.0,1165,1729.4288618871913
885,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-11,816.0,1166,1729.5017428729943
894,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-13,768.0,1167,1729.5745644478245
905,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-17,672.0,1168,1729.6473267109593
900,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-16,696.0,1169,1729.7200297614254
904,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-15 00:00:00.000000,,,2025-06-17,672.0,1170,1729.7926736979996
886,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-11,840.0,1171,1729.86525861921
869,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-04,1008.0,1172,1729.9377846233363
870,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-09,888.0,1173,1730.0102518084102
863,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-03,1032.0,1174,1730.0826602722182
862,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-03,1032.0,1175,1730.1550101123
861,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-03,1032.0,1176,1730.227301425951
860,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-03,1032.0,1177,1730.2995343102225
859,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-03,1032.0,1178,1730.3717088619221
1326,Sapphire,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-10,864.0,1179,1730.4438251776157
871,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-09,888.0,1180,1730.5158833536273
872,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-09,888.0,1181,1730.5878834860398
873,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-09,888.0,1182,1730.6598256706968
887,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-11,840.0,1183,1730.7317100032021
1328,Sapphire,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-11,840.0,1184,1730.8035365789212
868,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-16 00:00:00.000000,,,2025-06-04,1008.0,1185,1730.8753054929828
1330,Sapphire,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-13,816.0,1186,1730.9470168402772
876,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-09,912.0,1187,1731.0186707154603
1331,Sapphire,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-13,816.0,1188,1731.0902672129523
915,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-25,528.0,1189,1731.1618064269385
865,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-04,1032.0,1190,1731.233288451371
888,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-12,840.0,1191,1731.304713379969
889,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-12,840.0,1192,1731.376081306219
914,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-25,528.0,1193,1731.447392323377
916,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-26,504.0,1194,1731.5186465244683
896,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-16,744.0,1195,1731.5898440022872
867,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-04,1032.0,1196,1731.6609848494008
866,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-17 00:00:00.000000,,,2025-06-04,1032.0,1197,1731.7320691581467
1333,Sapphire,Cure Times.ShipCureDate,28,,2025-07-18 00:00:00.000000,,,2025-06-25,552.0,1198,1731.8030970206353
919,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-18 00:00:00.000000,,,2025-06-26,528.0,1199,1731.8740685287498
918,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-18 00:00:00.000000,,,2025-06-26,528.0,1200,1731.944983774148
917,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-18 00:00:00.000000,,,2025-06-26,528.0,1201,1732.0158428482625
1332,Sapphire,Cure Times.ShipCureDate,28,,2025-07-18 00:00:00.000000,,,2025-06-13,840.0,1202,1732.0866458423
715,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-17,2208.0,1203,1732.1573928472449
695,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-14,2280.0,1204,1732.2280839538578
688,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-12,2328.0,1205,1732.298719252677
685,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-12,2328.0,1206,1732.3692988340194
684,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-12,2328.0,1207,1732.4398227879808
683,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-10,2376.0,1208,1732.5102912044367
682,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-10,2376.0,1209,1732.5807041730436
694,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-14,2280.0,1210,1732.6510617832384
689,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-14,2280.0,1211,1732.7213641242413
699,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-15,2256.0,1212,1732.7916112850535
706,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-16,2232.0,1213,1732.861803354461
672,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-09,2400.0,1214,1732.9319404210335
709,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-16,2232.0,1215,1733.002022573125
697,Tanzanite,Cure Times.ShipCureDate,28,2025-07-11,2025-07-18 00:00:00.000000,168.0,7.0,2025-04-14,2280.0,1216,1733.0720498988753
923,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-26,552.0,1217,1733.142022486211
926,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-27,528.0,1218,1733.211940422845
1335,Sapphire,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-24,600.0,1219,1733.2818037962775
920,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-26,552.0,1220,1733.351612693797
925,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-27,528.0,1221,1733.421367202482
921,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-27,528.0,1222,1733.4910674091996
922,Tanzanite,Cure Times.ShipCureDate,28,,2025-07-19 00:00:00.000000,,,2025-06-26,552.0,1223,1733.5607134006075
660,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-04,2592.0,1224,1733.630305263154
681,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-10,2448.0,1225,1733.69984308308
680,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-10,2448.0,1226,1733.769326946418
677,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-09,2472.0,1227,1733.8387569389938
675,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-09,2472.0,1228,1733.9081331464263
673,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-09,2472.0,1229,1733.9774556541297
666,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-08,2496.0,1230,1734.0467245473126
665,Tanzanite,Cure Times.ShipCureDate,28,2025-07-14,2025-07-21 00:00:00.000000,168.0,7.0,2025-04-07,2520.0,1231,1734.1159399109793
